Date	State	Account length	Area code	International plan	Voice mail plan	Number vmail messages	Total day minutes	Total day calls	Total day charge	Total eve minutes	Total eve calls	Total eve charge	Total night minutes	Total night calls	Total night charge	Total intl minutes	Total intl calls	Total intl charge	Customer service calls	Churn	Total Call Duration	Total Call Charge
07/17/11	CO	63	415	No	Yes	32	30.9	113	5.25	187	113	15.9	230.8	101	10.39	8.6	7	2.32	1	FALSE	327	31.54
07/18/11	ME	176	415	No	No	0	223.2	76	37.94	214.4	131	18.22	154.4	80	6.95	10.1	2	2.73	3	FALSE	287	63.11
07/19/11	SC	108	510	No	No	0	187.4	101	31.86	199.9	126	16.99	216.1	107	9.72	12.6	8	3.4	1	FALSE	334	58.57
07/20/11	MN	13	510	No	Yes	21	315.6	105	53.65	208.9	71	17.76	260.1	123	11.7	12.1	3	3.27	3	FALSE	299	83.11
07/21/11	CO	71	415	No	No	0	277.5	104	47.18	131.8	121	11.2	126.9	101	5.71	8.2	2	2.21	1	FALSE	326	64.09
07/22/11	KS	88	415	No	No	0	189.8	111	32.27	197.3	101	16.77	234.5	111	10.55	14.9	3	4.02	2	FALSE	323	59.59
07/23/11	MS	137	510	No	No	0	147.2	119	25.02	192.8	91	16.39	172.7	105	7.77	10.2	4	2.75	1	FALSE	315	49.18
07/24/11	NE	82	408	No	No	0	185.8	36	31.59	276.5	134	23.5	192.1	104	8.64	5.7	7	1.54	4	FALSE	274	63.73
07/25/11	NJ	92	510	No	Yes	29	155.4	110	26.42	188.5	104	16.02	254.9	118	11.47	8	4	2.16	3	FALSE	332	53.91
07/26/11	WI	165	510	No	No	0	154.2	91	26.21	268.6	108	22.83	188.8	99	8.5	10.9	4	2.94	6	FALSE	298	57.54
07/27/11	MT	96	415	No	No	0	97.6	98	16.59	105.5	118	8.97	220.2	105	9.91	11.6	9	3.13	1	FALSE	321	35.47
07/28/11	AR	156	415	No	No	0	178.8	94	30.4	178.4	97	15.16	169.2	77	7.61	7.5	3	2.03	1	FALSE	268	53.17
07/29/11	WA	63	408	No	No	0	149.3	104	25.38	273.6	75	23.26	206.6	72	9.3	9.1	4	2.46	0	FALSE	251	57.94
07/30/11	NH	37	415	No	No	0	206	89	35.02	186	88	15.81	307.1	86	13.82	8.4	11	2.27	0	FALSE	263	64.65
07/31/11	IA	98	415	No	No	0	216.8	86	36.86	190.8	114	16.22	187.5	79	8.44	11	9	2.97	0	FALSE	279	61.52
08/01/11	WV	121	415	No	No	0	103.3	110	17.56	129.1	82	10.97	167.1	113	7.52	10.7	3	2.89	0	FALSE	305	36.05
08/02/11	RI	94	415	No	No	0	139.4	95	23.7	159.1	92	13.52	128.2	129	5.77	7.7	3	2.08	0	FALSE	316	42.99
08/03/11	KS	99	415	No	No	0	191.2	110	32.5	163.9	102	13.93	243.6	114	10.96	14.1	3	3.81	1	FALSE	326	57.39
08/04/11	MT	163	510	No	Yes	23	160	104	27.2	189.4	64	16.1	229.9	118	10.35	10.4	7	2.81	1	FALSE	286	53.65
08/05/11	MO	161	510	No	No	0	221.7	95	37.69	193	82	16.41	194.1	113	8.73	6.5	4	1.76	3	FALSE	290	62.83
08/06/11	HI	99	415	No	No	0	62.9	81	10.69	231	64	19.64	168.9	121	7.6	8.5	5	2.3	1	FALSE	266	37.93
08/07/11	CO	108	415	No	No	0	215.6	78	36.65	195.3	119	16.6	194.4	65	8.75	3.6	5	0.97	1	FALSE	262	62
08/08/11	CT	84	510	No	Yes	42	165.3	97	28.1	223.5	118	19	260.8	72	11.74	7.6	7	2.05	3	FALSE	287	58.84
08/09/11	ID	83	415	Yes	Yes	32	94.7	111	16.1	154.4	98	13.12	200.4	109	9.02	10.6	6	2.86	2	FALSE	318	38.24
08/10/11	DC	139	510	No	No	0	203.2	81	34.54	152.5	99	12.96	197.8	76	8.9	9.7	3	2.62	2	FALSE	256	56.4
08/11/11	TN	69	510	No	No	0	195.3	70	33.2	216.7	108	18.42	259.9	119	11.7	12.5	4	3.38	3	FALSE	297	63.32
08/12/11	WY	129	510	No	No	0	143.7	114	24.43	297.8	98	25.31	212.6	86	9.57	11.4	8	3.08	4	FALSE	298	59.31
08/13/11	MO	106	415	No	No	0	114.4	104	19.45	78.3	101	6.66	232.7	78	10.47	0	0	0	2	FALSE	283	36.58
08/14/11	VA	158	415	No	No	0	222.8	101	37.88	203	128	17.26	210.6	106	9.48	6.9	2	1.86	2	FALSE	335	64.62
08/15/11	SD	168	415	No	Yes	22	175.9	70	29.9	211.7	105	17.99	174.5	81	7.85	7.3	5	1.97	2	FALSE	256	55.74
08/16/11	WV	115	510	Yes	No	0	249.9	95	42.48	242.5	104	20.61	151.7	121	6.83	15.3	6	4.13	1	TRUE	320	69.92
08/17/11	GA	57	408	Yes	Yes	30	234.5	130	39.87	195.2	116	16.59	268.8	94	12.1	11.4	4	3.08	2	FALSE	340	68.56
08/18/11	AZ	67	415	No	No	0	210.7	116	35.82	219.2	86	18.63	179.7	83	8.09	7.2	6	1.94	1	FALSE	285	62.54
08/19/11	AK	127	408	No	No	0	182.3	124	30.99	169.9	110	14.44	184	116	8.28	9.3	3	2.51	1	FALSE	350	53.71
08/20/11	AK	78	510	No	No	0	190.3	88	32.35	194.5	89	16.53	256.5	109	11.54	11.7	5	3.16	2	FALSE	286	60.42
08/21/11	CT	100	415	No	Yes	38	177.1	88	30.11	163.7	108	13.91	242.7	72	10.92	7.4	2	2	0	FALSE	268	54.94
08/22/11	UT	103	510	No	Yes	36	87.2	92	14.82	169.3	110	14.39	166.7	80	7.5	10.9	5	2.94	6	TRUE	282	36.71
08/23/11	KY	113	415	No	No	0	215.6	96	36.65	193.4	127	16.44	105.4	115	4.74	13.5	3	3.65	1	FALSE	338	57.83
08/24/11	MI	78	510	No	No	0	137.4	109	23.36	237.6	49	20.2	206.7	136	9.3	14	11	3.78	3	FALSE	294	52.86
08/25/11	OR	129	510	No	Yes	36	192.8	103	32.78	177	83	15.05	216.5	118	9.74	16.4	5	4.43	1	FALSE	304	57.57
08/26/11	TN	57	510	No	No	0	149.3	100	25.38	200.2	110	17.02	231.7	101	10.43	11.9	3	3.21	2	FALSE	311	52.83
08/27/11	WV	82	408	No	No	0	143.7	116	24.43	170.7	99	14.51	287.7	95	12.95	7.8	5	2.11	1	FALSE	310	51.89
08/28/11	NJ	64	415	No	No	0	224.8	111	38.22	190	101	16.15	221.4	110	9.96	9.2	2	2.48	1	FALSE	322	64.33
08/29/11	MS	86	510	No	Yes	39	261.2	122	44.4	214.2	101	18.21	154.9	101	6.97	12.7	5	3.43	2	FALSE	324	69.58
08/30/11	ME	151	415	No	Yes	26	196.5	98	33.41	175.8	111	14.94	221.8	124	9.98	13.4	5	3.62	0	FALSE	333	58.33
08/31/11	WY	94	510	No	No	0	271.2	105	46.1	202.6	105	17.22	221.6	51	9.97	11.5	3	3.11	3	TRUE	261	73.29
09/01/11	WY	90	415	No	No	0	207.2	121	35.22	292.5	104	24.86	226.3	103	10.18	8	1	2.16	2	FALSE	328	70.26
09/02/11	IN	48	510	No	No	0	300.4	94	51.07	133.2	103	11.32	197.4	94	8.88	7.2	5	1.94	2	FALSE	291	71.27
09/03/11	NM	85	408	No	Yes	37	229.6	123	39.03	132.3	90	11.25	211.9	76	9.54	9.5	8	2.57	2	FALSE	289	59.82
09/04/11	NJ	93	415	Yes	Yes	20	187.5	110	31.88	169.8	94	14.43	175.3	127	7.89	12.1	4	3.27	1	FALSE	331	54.2
09/05/11	DC	169	415	Yes	No	0	57.1	98	9.71	199.7	78	16.97	274.7	103	12.36	6.5	6	1.76	3	FALSE	279	39.04
09/06/11	UT	68	415	No	No	0	162.1	86	27.56	155	86	13.18	189.7	87	8.54	11	9	2.97	5	TRUE	259	49.28
09/07/11	KY	91	415	Yes	No	0	145	89	24.65	175.8	102	14.94	223.7	151	10.07	16.7	3	4.51	2	TRUE	342	49.66
09/08/11	KS	68	510	No	No	0	159.5	123	27.12	240.8	93	20.47	210.3	76	9.46	11.4	3	3.08	1	FALSE	292	57.05
09/09/11	MI	101	510	No	No	0	190.7	72	32.42	208.6	103	17.73	203.8	111	9.17	8.8	8	2.38	1	FALSE	286	59.32
09/10/11	UT	67	510	No	Yes	20	230.6	40	39.2	189.1	58	16.07	162.2	115	7.3	9.4	2	2.54	1	FALSE	213	62.57
09/11/11	NE	66	415	No	No	0	34	133	5.78	278.6	61	23.68	129.6	120	5.83	11.5	3	3.11	0	FALSE	314	35.29
09/12/11	FL	116	415	No	Yes	17	193.4	112	32.88	240.6	131	20.45	248.1	98	11.16	11.4	3	3.08	5	FALSE	341	64.49
09/13/11	LA	158	408	No	No	0	202	126	34.34	163.5	86	13.9	195.4	84	8.79	10.4	6	2.81	1	FALSE	296	57.03
09/14/11	MT	78	415	No	No	0	191.7	122	32.59	241.4	88	20.52	203.5	86	9.16	9.1	5	2.46	1	FALSE	296	62.27
09/15/11	WA	119	415	No	Yes	26	161.3	97	27.42	250.3	110	21.28	142.4	92	6.41	6.6	8	1.78	1	FALSE	299	55.11
09/16/11	MI	120	415	No	No	0	150.6	85	25.6	119	128	10.12	232.9	123	10.48	6.4	2	1.73	1	FALSE	336	46.2
09/17/11	KY	155	510	No	No	0	184.6	102	31.38	196	117	16.66	226.5	122	10.19	7.8	1	2.11	1	FALSE	341	58.23
09/18/11	LA	106	408	No	No	0	220.7	120	37.52	270.2	95	22.97	121.6	113	5.47	8.7	5	2.35	1	FALSE	328	65.96
09/19/11	NM	87	510	Yes	No	0	167.3	119	28.44	198.5	119	16.87	133.1	88	5.99	11	6	2.97	1	FALSE	326	51.3
09/20/11	AL	146	415	No	Yes	32	154	80	26.18	185.5	91	15.77	148.2	107	6.67	8.2	4	2.21	3	FALSE	278	48.62
09/21/11	MO	101	415	No	Yes	29	121.1	116	20.59	186.4	100	15.84	241.7	75	10.88	10.1	6	2.73	0	FALSE	291	47.31
09/22/11	CO	22	510	No	Yes	23	182.1	94	30.96	164.6	59	13.99	128.8	102	5.8	12.7	4	3.43	3	FALSE	255	50.75
09/23/11	TX	90	415	No	No	0	109.6	88	18.63	137.6	108	11.7	159.7	121	7.19	11	5	2.97	2	FALSE	317	37.52
09/24/11	NY	41	415	No	No	0	209.9	105	35.68	121.9	105	10.36	253.7	104	11.42	9.6	4	2.59	1	FALSE	314	57.46
09/25/11	OR	69	415	No	No	0	167.5	76	28.48	242.1	92	20.58	101.2	103	4.55	11.4	4	3.08	2	FALSE	271	53.61
09/26/11	WY	33	415	No	No	0	213.9	88	36.36	239.8	119	20.38	148.7	71	6.69	9.8	14	2.65	2	FALSE	278	63.43
09/27/11	UT	112	415	No	No	0	115.8	108	19.69	243.3	111	20.68	184.6	78	8.31	13.1	5	3.54	1	FALSE	297	48.68
09/28/11	LA	108	510	No	Yes	30	276.6	99	47.02	220.1	113	18.71	177.9	95	8.01	9.8	6	2.65	2	FALSE	307	73.74
09/29/11	NV	136	415	No	Yes	21	179.4	88	30.5	181.1	97	15.39	320.7	120	14.43	9.5	4	2.57	2	FALSE	305	60.32
09/30/11	NC	128	510	No	No	0	187.3	84	31.84	270.8	95	23.02	206.4	68	9.29	10.1	5	2.73	1	FALSE	247	64.15
10/01/11	NC	27	408	No	No	0	201.2	128	34.2	227.2	100	19.31	145.8	91	6.56	8.4	3	2.27	2	FALSE	319	60.07
10/02/11	WY	161	415	Yes	No	0	189.6	78	32.23	267.4	117	22.73	184.5	137	8.3	1.3	6	0.35	1	FALSE	332	63.26
10/03/11	TN	33	415	No	Yes	35	186.8	124	31.76	261	69	22.19	317.8	103	14.3	15	5	4.05	0	FALSE	296	68.25
10/04/11	FL	120	415	No	Yes	31	153.5	83	26.1	219.1	96	18.62	237.4	76	10.68	11.4	4	3.08	0	FALSE	255	55.4
10/05/11	CA	113	415	No	No	0	187.6	97	31.89	208.2	118	17.7	158.9	101	7.15	8.7	6	2.35	2	FALSE	316	56.74
10/06/11	PA	122	415	Yes	No	0	230.9	132	39.25	243.2	99	20.67	182.4	57	8.21	11	2	2.97	0	TRUE	288	68.13
10/07/11	WV	148	415	No	Yes	26	244.9	150	41.63	118	138	10.03	236	91	10.62	15.2	4	4.1	2	FALSE	379	62.28
10/08/11	NJ	74	415	No	No	0	230.9	93	39.25	223	78	18.96	157.8	101	7.1	9.7	2	2.62	3	FALSE	272	65.31
10/09/11	MT	106	415	No	No	0	187.1	104	31.81	250.2	117	21.27	144.9	81	6.52	11	3	2.97	1	FALSE	302	59.6
10/10/11	MN	179	415	No	No	0	170.7	54	29.02	191.1	108	16.24	214.6	107	9.66	13.3	4	3.59	1	FALSE	269	54.92
10/11/11	WI	149	415	Yes	Yes	28	126.9	97	21.57	166.9	102	14.19	145.2	77	6.53	8.8	3	2.38	5	TRUE	276	42.29
10/12/11	ID	77	510	No	No	0	189.5	112	32.22	207	95	17.6	214.1	91	9.63	9.2	7	2.48	0	FALSE	298	59.45
10/13/11	MA	127	408	Yes	No	0	176.9	110	30.07	167.9	100	14.27	182.2	138	8.2	7.7	2	2.08	1	TRUE	348	52.54
10/14/11	OR	80	415	No	No	0	161.1	99	27.39	198.8	81	16.9	228.4	116	10.28	10.6	4	2.86	1	FALSE	296	54.57
10/15/11	MT	106	510	No	No	0	169.4	107	28.8	197.2	71	16.76	202.2	79	9.1	10.7	4	2.89	1	FALSE	257	54.66
10/16/11	AL	61	415	No	Yes	20	254.4	133	43.25	161.7	96	13.74	251.4	91	11.31	10.5	4	2.84	0	FALSE	320	68.3
10/17/11	ND	135	510	Yes	Yes	24	127.7	54	21.71	215	105	18.28	234.3	84	10.54	5.8	4	1.57	2	FALSE	243	50.53
10/18/11	LA	115	415	No	Yes	26	170.5	107	28.99	217.2	77	18.46	225.7	71	10.16	13.6	5	3.67	6	FALSE	255	57.61
10/19/11	ND	167	408	Yes	No	0	219.1	100	37.25	242.9	90	20.65	168.9	101	7.6	10.1	4	2.73	2	FALSE	291	65.5
10/20/11	MS	107	510	Yes	No	0	273.5	104	46.5	183.8	68	15.62	153.8	67	6.92	11	9	2.97	2	FALSE	239	69.04
10/21/11	WV	112	415	Yes	No	0	161.9	138	27.52	200.9	114	17.08	134	134	6.03	10.7	4	2.89	1	FALSE	386	50.63
10/22/11	WI	35	510	No	Yes	27	241.7	87	41.09	142	101	12.07	288.9	68	13	9.4	4	2.54	1	FALSE	256	66.16
10/23/11	KS	103	408	Yes	No	0	62.8	124	10.68	170.4	66	14.48	280.2	78	12.61	9.4	4	2.54	3	FALSE	268	37.77
10/24/11	MO	107	415	No	Yes	22	281.1	83	47.79	143.7	130	12.21	239.4	128	10.77	11.2	9	3.02	1	FALSE	341	70.77
10/25/11	PA	69	415	No	No	0	228.2	70	38.79	263.7	80	22.41	142.6	60	6.42	10.7	5	2.89	3	FALSE	210	67.62
10/26/11	SD	85	408	No	No	0	209.8	82	35.67	194.5	94	16.53	200.4	85	9.02	11.3	3	3.05	0	FALSE	261	61.22
10/27/11	NJ	24	408	No	No	0	265.6	86	45.15	208.8	102	17.75	182.5	105	8.21	11.1	6	3	2	TRUE	293	71.11
10/28/11	AL	90	415	No	No	0	214.9	97	36.53	117.8	117	10.01	133.7	78	6.02	11.8	2	3.19	2	FALSE	292	52.56
10/29/11	ME	137	510	No	No	0	110.5	79	18.79	223.2	111	18.97	169.5	64	7.63	10.5	3	2.84	3	FALSE	254	45.39
10/30/11	AZ	92	415	Yes	Yes	45	281.1	88	47.79	198	103	16.83	94.3	76	4.24	7.5	3	2.03	0	FALSE	267	68.86
10/31/11	VT	38	415	No	No	0	137.8	86	23.43	286.3	76	24.34	167	77	7.52	14.1	3	3.81	2	FALSE	239	55.29
11/01/11	NV	69	510	Yes	Yes	33	271.5	98	46.16	253.4	102	21.54	165.4	85	7.44	8.2	2	2.21	1	TRUE	285	75.14
11/02/11	WI	45	408	No	No	0	112.8	108	19.18	218.8	120	18.6	240.2	106	10.81	9	3	2.43	2	FALSE	334	48.59
11/03/11	HI	73	408	No	No	0	187.3	118	31.84	239.7	90	20.37	167.5	108	7.54	15.1	2	4.08	1	FALSE	316	59.75
11/04/11	DE	92	415	No	No	0	197	84	33.49	269.3	105	22.89	158.9	105	7.15	10.8	4	2.92	1	FALSE	294	63.53
11/05/11	AZ	113	415	No	Yes	32	180.4	89	30.67	129.4	124	11	166.9	124	7.51	8.4	2	2.27	1	FALSE	337	49.18
11/06/11	VA	68	408	Yes	No	0	148.5	126	25.25	219.4	125	18.65	198.5	121	8.93	14.5	7	3.92	1	TRUE	372	52.83
11/07/11	GA	135	415	No	Yes	22	197.1	113	33.51	259.4	95	22.05	134.7	135	6.06	14.6	5	3.94	2	FALSE	343	61.62
11/08/11	AZ	100	415	No	Yes	26	153.7	115	26.13	137.8	146	11.71	213.5	104	9.61	15.9	5	4.29	1	FALSE	365	47.45
11/09/11	MN	96	415	No	Yes	27	261.3	96	44.42	220.9	101	18.78	179.4	97	8.07	11.3	2	3.05	1	FALSE	294	71.27
11/10/11	ME	108	510	No	No	0	246.2	102	41.85	202.4	134	17.2	180.1	95	8.1	9.4	5	2.54	1	FALSE	331	67.15
11/11/11	FL	84	510	No	No	0	191	88	32.47	318.8	119	27.1	247.3	79	11.13	6.5	4	1.76	0	FALSE	286	70.7
11/12/11	WA	134	408	No	No	0	208.3	86	35.41	253.6	89	21.56	291	86	13.1	12.6	3	3.4	1	FALSE	261	70.07
11/13/11	MT	72	415	No	No	0	253	73	43.01	219.3	78	18.64	210.8	89	9.49	9.8	4	2.65	0	FALSE	240	71.14
11/14/11	AL	83	408	No	No	0	202.3	87	34.39	201.5	111	17.13	101.7	82	4.58	6.8	4	1.84	0	FALSE	280	56.1
11/15/11	WV	137	408	No	No	0	174.4	120	29.65	156.3	98	13.29	136.5	121	6.14	10.2	5	2.75	0	FALSE	339	49.08
11/16/11	GA	56	415	No	Yes	30	127.1	89	21.61	172.1	116	14.63	194.6	111	8.76	12.1	3	3.27	1	FALSE	316	45
11/17/11	OH	61	510	Yes	Yes	16	143.5	76	24.4	242.6	58	20.62	147.7	95	6.65	11.3	3	3.05	0	FALSE	229	51.67
11/18/11	DE	171	510	No	Yes	17	186.9	94	31.77	240	138	20.4	200.9	64	9.04	5.8	3	1.57	1	FALSE	296	61.21
11/19/11	NE	123	510	No	No	0	194	118	32.98	242	114	20.57	146.3	108	6.58	12.1	4	3.27	1	FALSE	340	60.13
11/20/11	FL	58	510	No	No	0	234.8	89	39.92	106.8	131	9.08	178.5	122	8.03	9.9	6	2.67	0	FALSE	342	57.03
11/21/11	AK	156	510	No	No	0	123.7	96	21.03	103	80	8.76	189.4	82	8.52	13.1	4	3.54	1	FALSE	258	38.31
11/22/11	WI	166	510	No	No	0	173.9	103	29.56	276.4	83	23.49	190.8	113	8.59	15.3	5	4.13	0	FALSE	299	61.64
11/23/11	WA	75	510	No	Yes	41	130.9	115	22.25	203.4	110	17.29	171.7	68	7.73	12.4	4	3.35	1	FALSE	293	47.27
11/24/11	KY	75	415	No	No	0	314.6	102	53.48	169.8	86	14.43	285.1	100	12.83	5.7	3	1.54	2	TRUE	288	80.74
11/25/11	OH	83	510	No	No	0	227.9	78	38.74	207.5	115	17.64	211.7	100	9.53	12.1	5	3.27	1	FALSE	293	65.91
11/26/11	UT	243	510	No	No	0	95.5	92	16.24	163.7	63	13.91	264.2	118	11.89	6.6	6	1.78	2	FALSE	273	42.04
11/27/11	NM	153	408	No	No	0	185.3	127	31.5	208	73	17.68	206.1	124	9.27	15.1	3	4.08	1	FALSE	324	58.45
11/28/11	MN	150	415	No	No	0	146.3	133	24.87	202.7	95	17.23	234.7	103	10.56	13.1	3	3.54	1	FALSE	331	52.66
11/29/11	WV	92	510	No	Yes	16	184	99	31.28	76.4	134	6.49	185.1	96	8.33	12.7	3	3.43	2	FALSE	329	46.1
11/30/11	MN	80	415	No	No	0	105.8	110	17.99	43.9	88	3.73	189.6	87	8.53	13.1	5	3.54	0	FALSE	285	30.25
12/01/11	AL	134	415	No	No	0	178	110	30.26	153.8	64	13.07	236.6	105	10.65	11.7	4	3.16	1	FALSE	279	53.98
12/02/11	PA	77	510	No	Yes	24	149.4	74	25.4	123.9	72	10.53	174.3	84	7.84	10.1	6	2.73	1	FALSE	230	43.77
12/03/11	DE	147	510	No	No	0	209.4	104	35.6	132.5	78	11.26	149.4	123	6.72	11.3	3	3.05	2	FALSE	305	53.58
12/04/11	MO	74	415	No	No	0	172.1	105	29.26	211.7	99	17.99	182.2	105	8.2	11.6	6	3.13	1	FALSE	309	55.45
12/05/11	IL	138	510	Yes	No	0	169.3	82	28.78	217.9	147	18.52	184.2	77	8.29	9.4	9	2.54	1	FALSE	306	55.59
12/06/11	FL	143	415	No	No	0	119.1	117	20.25	287.7	136	24.45	223	100	10.04	12.2	4	3.29	0	FALSE	353	54.74
12/07/11	HI	64	415	No	No	0	194.2	147	33.01	173.4	87	14.74	268.7	114	12.09	5.5	2	1.49	2	FALSE	348	59.84
12/08/11	ME	120	510	No	No	0	198.8	56	33.8	230.1	73	19.56	119.8	81	5.39	9.9	3	2.67	2	FALSE	210	58.75
12/09/11	CO	121	408	Yes	No	0	167.7	94	28.51	93.7	121	7.96	241.3	115	10.86	13.4	1	3.62	3	TRUE	330	47.33
12/10/11	NH	88	415	No	No	0	202.2	86	34.37	216.8	93	18.43	239.4	99	10.77	11.8	2	3.19	2	FALSE	278	63.57
12/11/11	SC	87	408	No	No	0	322.5	106	54.83	204.6	93	17.39	186.2	128	8.38	9.4	4	2.54	2	TRUE	327	80.6
12/12/11	IN	100	510	No	No	0	216.2	107	36.75	215.6	84	18.33	138.4	127	6.23	10.2	3	2.75	0	FALSE	318	61.31
12/13/11	FL	104	415	No	No	0	76.4	116	12.99	115.6	74	9.83	226.3	94	10.18	9.4	3	2.54	3	FALSE	284	33
12/14/11	GA	27	510	No	No	0	72.7	75	12.36	208.6	117	17.73	65.8	71	2.96	9.9	3	2.67	1	FALSE	263	33.05
12/15/11	IL	81	415	No	Yes	31	210.4	100	35.77	225.5	97	19.17	168.7	120	7.59	9.7	4	2.62	0	FALSE	317	62.53
12/16/11	NC	64	510	Yes	Yes	33	127.2	93	21.62	162.9	104	13.85	247.4	109	11.13	8.1	13	2.19	0	FALSE	306	46.6
12/17/11	VT	107	510	No	Yes	28	201.8	79	34.31	304.9	128	25.92	225.6	133	10.15	11.9	8	3.21	1	FALSE	340	70.38
12/18/11	DC	88	415	No	Yes	17	219.5	78	37.32	222.1	94	18.88	188.3	92	8.47	16.1	5	4.35	1	FALSE	264	64.67
12/19/11	VT	111	408	No	No	0	99.3	112	16.88	270.5	136	22.99	225.3	94	10.14	9	6	2.43	3	FALSE	342	50.01
12/20/11	NV	77	415	No	No	0	239.2	114	40.66	150	115	12.75	160.8	81	7.24	10.3	2	2.78	5	FALSE	310	60.65
12/21/11	OR	67	415	Yes	No	0	120.9	58	20.55	235	88	19.98	95.1	130	4.28	11.4	11	3.08	2	FALSE	276	44.81
12/22/11	AL	102	408	No	No	0	224.7	81	38.2	129.4	112	11	167.6	109	7.54	15.8	6	4.27	1	FALSE	302	56.74
12/23/11	ND	146	408	No	Yes	19	176.6	88	30.02	162.7	66	13.83	215.5	98	9.7	14.6	6	3.94	1	FALSE	252	53.55
12/24/11	FL	144	415	No	Yes	51	283.9	98	48.26	192	109	16.32	196.3	85	8.83	10	4	2.7	1	FALSE	292	73.41
12/25/11	NE	96	415	No	No	0	180.6	92	30.7	190.9	114	16.23	295.6	125	13.3	10.3	4	2.78	1	TRUE	331	60.23
12/26/11	ND	70	415	No	Yes	31	125.9	101	21.4	196.4	102	16.69	252.7	75	11.37	10.3	4	2.78	1	FALSE	278	49.46
12/27/11	ME	149	408	No	No	0	237.6	79	40.39	192.4	107	16.35	207.4	111	9.33	9.1	9	2.46	0	FALSE	297	66.07
12/28/11	IL	129	415	No	No	0	198.4	91	33.73	264.7	106	22.5	111.4	101	5.01	9.2	2	2.48	2	FALSE	298	61.24
12/29/11	WA	166	408	No	No	0	274.3	110	46.63	52.9	109	4.5	246.1	119	11.07	10.9	5	2.94	0	FALSE	338	62.2
12/30/11	MA	136	408	Yes	No	0	199.6	89	33.93	211.4	96	17.97	72.4	84	3.26	11	4	2.97	3	TRUE	269	55.16
12/31/11	KS	149	510	No	No	0	217.7	91	37.01	273.5	74	23.25	226.9	99	10.21	9.6	3	2.59	3	FALSE	264	70.47
01/01/12	RI	70	415	No	No	0	134.7	96	22.9	235.9	90	20.05	260.2	113	11.71	7.6	6	2.05	3	FALSE	299	54.66
01/02/12	MO	120	415	No	Yes	24	212.7	73	36.16	257.5	103	21.89	227.8	119	10.25	9.7	13	2.62	2	FALSE	295	68.3
01/03/12	IA	66	510	No	No	0	256.3	135	43.57	180.2	106	15.32	187.3	135	8.43	6.2	7	1.67	2	FALSE	376	67.32
01/04/12	WY	104	408	No	No	0	183.6	133	31.21	120.7	98	10.26	215.1	112	9.68	12.7	2	3.43	1	FALSE	343	51.15
01/05/12	NV	160	415	No	No	0	176.2	90	29.95	196	115	16.66	263.9	95	11.88	9.2	4	2.48	1	FALSE	300	58.49
01/06/12	WI	129	415	No	Yes	37	205	94	34.85	165.4	103	14.06	185	81	8.32	11.7	8	3.16	1	FALSE	278	57.23
01/07/12	AL	93	408	No	No	0	267.9	114	45.54	223	74	18.96	262.7	90	11.82	11.3	3	3.05	3	TRUE	278	76.32
01/08/12	HI	169	415	No	No	0	179.2	111	30.46	175.2	130	14.89	228.6	92	10.29	9.9	6	2.67	2	FALSE	333	55.64
01/09/12	MO	58	415	No	No	0	149.4	145	25.4	196.5	105	16.7	209.5	108	9.43	14.9	3	4.02	1	FALSE	358	51.53
01/10/12	CA	75	510	No	Yes	38	163.6	132	27.81	146.7	113	12.47	345.8	115	15.56	13.1	3	3.54	3	FALSE	360	55.84
01/11/12	MO	45	408	No	No	0	207.6	71	35.29	152.7	94	12.98	217.8	125	9.8	12.4	13	3.35	1	FALSE	290	58.07
01/12/12	CT	155	510	No	No	0	165.4	108	28.12	183.7	103	15.61	80.2	108	3.61	8.9	4	2.4	3	FALSE	319	47.34
01/13/12	MD	52	415	No	No	0	209.8	114	35.67	171.3	82	14.56	154.6	119	6.96	9.9	9	2.67	4	FALSE	315	57.19
01/14/12	OH	119	415	No	Yes	27	220.1	128	37.42	268.2	133	22.8	146.5	80	6.59	11.1	3	3	0	FALSE	341	66.81
01/15/12	NV	86	510	No	No	0	141.3	72	24.02	154.3	95	13.12	210.6	91	9.48	8.2	5	2.21	1	FALSE	258	46.62
01/16/12	MD	42	408	No	No	0	196.5	89	33.41	241.3	123	20.51	143.2	105	6.44	4	7	1.08	0	FALSE	317	60.36
01/17/12	NE	127	510	Yes	No	0	180.9	114	30.75	209.5	118	17.81	249.9	105	11.25	7.4	4	2	2	FALSE	337	59.81
01/18/12	OH	123	408	No	No	0	105	150	17.85	251.6	90	21.39	258	93	11.61	14.9	5	4.02	0	FALSE	333	50.85
01/19/12	MA	98	510	No	No	0	271.4	119	46.14	190.4	102	16.18	284.7	118	12.81	11.1	6	3	4	TRUE	339	75.13
01/20/12	OK	149	510	No	Yes	43	206.7	79	35.14	174.6	122	14.84	241.5	80	10.87	10.9	3	2.94	1	FALSE	281	60.85
01/21/12	MA	160	408	No	No	0	166.8	109	28.36	236	117	20.06	307.6	77	13.84	9.3	1	2.51	1	FALSE	303	62.26
01/22/12	WA	103	415	No	No	0	204.9	107	34.83	135.2	102	11.49	208.2	106	9.37	10.4	3	2.81	5	FALSE	315	55.69
01/23/12	HI	132	415	No	Yes	15	154.6	128	26.28	245.6	106	20.88	148.6	90	6.69	9.1	4	2.46	1	FALSE	324	53.85
01/24/12	CO	137	415	No	No	0	127	107	21.59	323.2	75	27.47	143.9	127	6.48	7.5	2	2.03	1	FALSE	309	55.54
